Age,Gender,Purchase Amount (USD),Review Rating,Subscription Status,Discount Applied,Previous Purchases,Item Purchased,Category,Location,Size,Color,Season,Payment Method,Shipping Type,Preferred Payment Method,Frequency of Purchases
50,1,77,2.9,1,1,6,21,0,46,1,10,0,1,3,3,4
70,1,33,4.5,1,1,6,22,0,3,0,0,0,1,0,4,0
67,1,93,2.7,1,1,12,17,0,46,1,23,0,1,2,1,0
64,1,39,3.4,1,1,40,11,0,16,0,2,0,0,0,3,4
45,1,93,4.6,1,1,38,3,2,8,0,18,1,0,4,3,2
22,1,82,2.7,1,1,10,6,0,45,0,13,1,1,4,3,4
27,1,42,4.2,1,1,28,2,1,44,0,16,0,4,3,0,3
25,1,71,3.2,1,1,19,5,0,12,0,8,2,2,0,3,0
37,1,86,4.8,1,1,25,22,0,21,0,6,0,0,3,0,2
26,1,82,3.3,1,1,38,23,0,10,2,0,0,3,2,1,0
33,1,65,4.2,1,1,6,16,1,43,0,11,0,1,3,3,2
43,1,29,4.8,1,1,7,14,0,32,0,0,0,3,4,2,0
37,1,65,4.9,1,1,2,19,1,37,0,2,2,0,4,3,0
46,1,88,3.9,1,1,24,4,0,38,1,0,0,0,3,0,0
22,1,46,3.0,1,1,26,0,0,22,0,8,0,4,1,0,0
20,1,67,4.6,1,1,25,2,1,24,1,18,2,3,1,2,1
60,1,35,3.5,1,1,10,14,0,10,0,1,0,1,0,2,3
39,1,66,4.8,1,1,14,2,1,42,0,7,2,4,1,3,2
43,1,91,4.8,1,1,21,23,0,34,0,13,0,0,3,0,4
31,1,78,3.0,1,1,26,0,0,3,0,4,0,3,0,3,3
19,1,45,4.5,1,1,12,19,1,26,0,13,2,1,2,0,0
35,1,93,4.8,1,1,11,23,0,6,0,8,0,1,4,1,3
41,1,74,3.8,1,1,15,10,0,38,1,18,1,2,3,0,0
52,1,55,4.6,1,1,13,5,0,18,0,14,0,2,0,0,3
45,1,76,3.1,1,1,5,8,0,31,2,19,0,2,2,1,0
34,1,66,3.4,1,1,36,19,1,0,0,22,0,1,0,0,2
35,1,51,3.3,1,1,32,17,0,21,0,2,2,2,0,0,3
29,1,26,4.8,1,1,1,22,0,44,0,9,0,2,0,1,4
59,1,29,2.8,1,1,15,10,0,20,0,8,1,0,0,3,0
24,1,74,3.1,1,1,3,9,2,17,0,23,1,4,4,0,5
70,1,99,4.6,1,1,48,11,0,26,1,22,1,2,1,0,3
29,1,88,2.6,1,1,30,0,0,48,0,21,2,0,4,2,5
67,1,31,2.6,1,1,40,3,2,5,0,9,2,4,0,0,3
36,1,55,3.8,1,1,24,0,0,35,0,12,0,0,1,0,2
23,1,81,4.5,1,1,48,13,1,22,0,0,0,3,1,2,4
18,1,73,3.0,1,1,27,22,0,11,0,16,0,0,3,4,0
53,1,91,3.5,1,1,14,17,0,42,1,19,2,1,1,1,1
32,1,54,3.8,1,1,18,20,0,31,1,14,0,1,1,2,0
38,1,40,3.5,1,1,48,15,0,15,0,21,2,0,3,0,0
47,1,59,3.1,1,1,32,12,0,21,0,16,0,0,4,2,0
46,1,26,3.0,1,1,21,14,0,30,0,19,0,0,4,1,0
66,1,23,4.3,1,1,42,22,0,11,0,5,2,1,3,3,2
40,1,87,3.3,1,1,4,10,0,32,1,19,2,2,4,1,4
43,1,71,4.7,1,1,19,12,0,16,0,21,2,0,0,1,4
58,1,91,4.5,1,1,6,0,0,11,0,0,2,0,4,1,4
21,1,64,2.9,1,1,2,3,2,48,2,5,2,4,1,2,2
42,1,94,4.1,1,1,21,13,1,45,0,5,2,4,0,0,2
24,1,40,3.5,1,1,40,15,0,41,0,2,1,2,4,2,0
43,1,76,3.4,1,1,33,7,0,27,0,4,2,1,4,0,2
47,1,86,3.3,1,1,26,15,0,12,1,8,0,2,1,4,5
49,1,92,3.2,1,1,23,18,0,0,0,13,0,0,4,1,2
50,1,52,4.0,1,1,39,16,1,34,0,15,0,0,4,3,1
51,1,28,3.6,1,1,42,3,2,24,2,12,2,3,2,0,3
40,1,46,4.6,1,1,41,12,0,40,0,4,1,0,1,0,5
45,1,50,2.6,1,1,41,11,0,29,0,14,1,1,2,3,0
52,1,23,4.3,1,1,12,0,0,13,0,20,2,0,0,1,2
62,1,50,3.4,1,1,31,9,2,10,0,20,1,3,1,0,3
20,1,89,3.5,1,1,34,15,0,34,2,11,2,2,4,2,2
43,1,81,4.2,1,1,32,8,0,7,0,11,2,0,3,1,0
29,1,69,3.5,1,1,31,21,0,20,0,12,0,0,4,1,4
22,1,67,3.6,1,1,24,21,0,9,0,10,1,3,1,3,0
48,1,20,4.3,1,1,31,4,0,3,0,17,1,2,4,2,0
42,1,29,4.9,1,1,18,2,1,13,0,12,0,0,3,4,0
19,1,74,4.1,1,1,15,15,0,46,0,18,1,0,4,4,3
60,1,82,3.6,1,1,7,17,0,45,1,20,0,4,3,0,1
32,1,23,3.4,1,1,35,5,0,23,0,23,1,1,2,0,2
26,1,45,2.9,1,1,35,11,0,30,0,14,1,3,0,0,3
25,1,21,2.7,1,1,19,2,1,5,0,0,1,4,4,1,3
66,1,31,4.3,1,1,26,11,0,44,0,15,1,0,0,1,2
45,1,45,3.3,1,1,39,12,0,23,0,21,1,2,0,3,2
54,1,56,2.8,1,1,22,11,0,25,2,14,2,0,2,1,5
37,1,97,3.2,1,1,14,9,2,28,1,5,1,2,2,0,0
54,1,100,3.6,1,1,50,1,0,42,2,5,0,1,4,2,2
50,1,96,4.0,1,1,33,1,0,31,1,8,0,0,0,1,4
25,1,99,4.9,1,1,48,5,0,37,0,1,0,1,2,2,1
47,1,91,4.0,1,1,48,17,0,2,0,0,2,2,0,3,3
63,1,30,3.8,1,1,27,7,0,18,0,0,2,2,3,3,2
64,1,65,3.7,1,1,27,16,1,38,0,19,1,4,4,0,5
18,1,93,3.9,1,1,20,2,1,33,0,23,2,0,0,4,5
59,1,81,3.3,1,1,48,9,2,11,0,22,0,2,0,4,1
37,1,81,2.7,1,1,29,11,0,8,1,13,1,4,3,4,5
23,1,52,4.7,1,1,45,21,0,0,0,18,2,3,2,3,3
54,1,88,2.8,1,1,25,18,0,34,0,15,1,0,2,0,4
38,1,24,4.6,1,1,25,10,0,43,0,20,2,1,1,3,5
19,1,51,4.5,1,1,37,0,0,25,1,13,0,1,0,2,1
34,1,38,5.0,1,1,16,0,0,8,1,14,0,0,1,0,4
21,1,46,4.1,1,1,30,17,0,0,0,15,0,2,0,2,0
50,1,63,4.6,1,1,6,4,0,21,0,19,1,0,0,0,1
55,1,72,4.9,1,1,36,14,0,23,2,22,2,1,0,0,4
20,1,39,3.9,1,1,3,10,0,8,0,6,2,0,1,0,4
34,1,42,3.9,1,1,29,3,2,46,0,12,0,4,4,3,1
62,1,76,2.6,1,1,15,22,0,2,2,11,1,2,0,0,4
21,1,66,2.7,1,1,18,19,1,33,0,10,1,0,1,2,0
21,1,90,3.5,1,1,2,14,0,5,0,10,0,4,1,2,2
42,1,56,3.7,1,1,49,22,0,32,0,7,1,1,1,2,5
35,1,43,3.2,1,1,48,11,0,14,2,20,2,2,1,4,0
39,1,84,3.3,1,1,43,6,0,13,0,23,2,0,4,4,3
68,1,88,4.8,1,1,30,8,0,43,0,6,1,1,3,2,0
46,1,88,3.2,1,1,10,7,0,47,0,14,0,3,0,3,2
41,1,42,2.5,1,1,11,0,0,5,0,23,2,3,0,4,0
23,1,73,3.9,1,1,12,8,0,34,0,22,0,4,4,2,5
68,1,73,4.7,1,1,28,7,0,23,0,9,1,1,1,0,4
48,1,44,2.6,1,1,36,16,1,40,1,1,0,2,2,2,2
38,1,63,2.8,1,1,37,13,1,29,0,3,0,2,4,4,1
41,1,68,4.4,1,1,22,9,2,13,0,17,2,1,4,1,4
58,1,29,4.6,1,1,32,22,0,17,0,12,0,4,3,4,5
49,1,85,3.2,1,1,40,20,0,39,0,7,1,4,3,3,0
57,1,42,4.2,1,1,47,19,1,4,0,18,2,3,0,0,3
49,1,69,3.7,1,1,24,3,2,43,0,18,1,0,0,1,0
50,1,62,3.9,1,1,11,15,0,20,0,0,0,3,3,2,5
28,1,48,4.7,1,1,19,0,0,26,2,17,1,2,4,0,0
38,1,68,4.5,1,1,42,2,1,12,0,8,2,3,0,2,5
33,1,36,3.3,1,1,6,6,0,20,2,4,0,1,1,2,2
30,1,63,3.3,1,1,31,4,0,3,1,11,0,4,0,4,2
43,1,39,4.6,1,1,31,19,1,34,1,18,2,0,1,0,5
43,1,78,3.6,1,1,27,2,1,13,0,9,0,3,1,0,3
36,1,99,4.8,1,1,24,16,1,37,0,18,2,1,0,3,3
36,1,31,4.8,1,1,35,23,0,45,0,16,0,0,2,4,1
64,1,45,2.9,1,1,21,2,1,7,0,4,0,2,2,4,0
59,1,30,2.8,1,1,8,12,0,38,1,4,0,0,0,3,2
55,1,24,3.2,1,1,26,16,1,46,0,9,1,1,2,0,4
42,1,22,3.9,1,1,26,16,1,23,0,11,2,0,1,3,0
61,1,63,4.3,1,1,9,23,0,17,0,6,0,1,0,0,0
28,1,40,2.7,1,1,48,14,0,8,0,12,0,0,0,2,0
65,1,20,5.0,1,1,33,17,0,17,0,10,0,0,4,2,2
27,1,20,3.7,1,1,31,11,0,11,1,23,2,0,4,3,4
41,1,80,3.9,1,1,17,23,0,6,0,4,1,0,1,2,5
21,1,87,3.9,1,1,22,15,0,46,0,19,0,1,0,4,0
61,1,46,3.1,1,1,8,15,0,9,0,23,0,2,1,3,0
19,1,49,3.3,1,1,2,5,0,30,0,14,2,1,2,0,3
22,1,65,3.6,1,1,45,14,0,29,0,14,0,3,4,4,0
64,1,62,4.3,1,1,47,18,0,12,1,12,2,2,3,3,4
28,1,67,4.5,1,1,7,7,0,15,0,3,0,1,2,0,3
34,1,41,2.8,1,1,19,8,0,46,0,8,0,0,0,2,0
61,1,49,2.7,1,1,44,2,1,32,0,18,0,2,1,0,1
24,1,100,2.9,1,1,16,1,0,35,0,0,0,3,2,4,1
19,1,54,4.4,1,1,17,0,0,21,0,1,1,0,0,0,4
51,1,84,3.9,1,1,20,21,0,38,0,22,0,0,1,2,4
36,1,41,3.5,1,1,50,17,0,43,0,5,2,1,3,0,0
65,1,88,2.5,1,1,37,5,0,21,0,1,0,3,4,0,4
46,1,40,4.9,1,1,5,13,1,6,0,13,0,0,0,3,4
59,1,39,4.8,1,1,44,15,0,36,0,5,1,4,1,3,0
51,1,37,3.2,1,1,41,3,2,13,0,4,0,1,2,2,3
51,1,52,4.9,1,1,19,12,0,28,1,17,2,0,3,0,3
21,1,23,4.3,1,1,47,23,0,38,0,23,2,0,2,0,1
34,1,88,3.2,1,1,40,19,1,18,1,0,2,4,0,0,0
32,1,84,3.7,1,1,6,17,0,3,0,13,0,0,3,1,3
48,1,37,3.2,1,1,25,3,2,24,2,10,2,4,4,1,0
50,1,51,3.4,1,1,42,13,1,43,0,16,0,0,2,0,5
26,1,76,4.1,1,1,35,12,0,41,0,0,2,0,0,0,1
57,1,60,4.5,1,1,17,13,1,31,0,15,0,3,2,2,5
65,1,72,4.5,1,1,4,5,0,7,0,15,0,0,2,3,4
56,1,45,3.2,1,1,24,23,0,46,0,11,0,1,1,0,5
44,1,84,4.4,1,1,16,9,2,11,1,11,0,2,4,2,1
50,1,49,3.0,1,1,14,1,0,44,1,20,1,1,4,2,0
27,1,22,3.2,1,1,43,20,0,44,2,7,0,3,1,0,5
49,1,48,4.0,1,1,49,3,2,48,0,21,2,0,4,2,5
49,1,37,3.1,1,1,33,4,0,38,0,9,0,4,2,0,1
52,1,27,2.8,1,1,45,9,2,5,0,6,0,0,2,0,0
27,1,79,4.6,1,1,35,2,1,11,2,19,0,4,2,0,0
53,1,98,4.3,1,1,11,18,0,0,1,17,0,2,0,1,3
34,1,64,3.3,1,1,30,13,1,45,1,23,1,0,3,0,1
33,1,32,3.5,1,1,48,3,2,0,0,10,1,0,0,2,0
62,1,74,3.4,1,1,45,8,0,29,0,2,2,0,1,4,0
38,1,50,2.8,1,1,26,9,2,26,0,1,2,2,1,4,5
36,1,64,4.6,1,1,41,0,0,25,0,0,2,3,4,2,1
31,1,29,3.6,1,1,37,0,0,1,1,12,0,0,0,4,0
62,1,62,3.3,1,1,12,0,0,8,0,12,1,0,4,3,5
29,1,78,3.1,1,1,27,3,2,10,2,7,0,4,0,0,0
24,1,94,3.5,1,1,18,23,0,23,0,14,0,0,0,0,5
63,1,59,3.2,1,1,15,21,0,7,0,22,2,4,0,1,4
56,1,47,3.0,1,1,34,19,1,21,0,17,1,3,0,0,5
63,1,57,4.8,1,1,37,5,0,17,0,22,0,0,0,4,0
40,1,90,5.0,1,1,21,3,2,24,0,8,2,1,4,0,2
18,1,60,2.9,1,1,31,15,0,0,0,22,0,3,1,2,5
50,1,77,3.2,1,1,43,19,1,13,0,19,0,4,0,2,1
66,1,41,2.9,1,1,22,14,0,1,0,8,0,0,4,0,3
25,1,48,3.3,1,1,12,11,0,16,0,17,0,3,1,2,0
65,1,65,2.6,1,1,25,9,2,0,0,1,0,1,2,3,2
53,1,62,3.5,1,1,40,10,0,23,0,1,1,3,3,2,0
61,1,99,4.4,1,1,16,16,1,10,0,0,0,3,3,2,4
67,1,58,3.4,1,1,30,8,0,7,0,12,2,0,2,0,5
59,1,43,4.2,1,1,10,0,0,10,0,9,0,0,4,4,5
55,1,93,3.6,1,1,1,19,1,0,0,8,0,3,4,2,2
21,1,50,3.0,1,1,24,1,0,27,1,17,2,4,2,4,2
44,1,88,4.0,1,1,36,12,0,42,0,17,1,0,1,3,3
65,1,33,4.4,1,1,46,18,0,0,0,15,0,3,0,1,1
65,1,99,4.1,1,1,20,23,0,13,2,16,0,1,3,0,0
54,1,76,3.6,1,1,37,9,2,15,2,4,0,4,1,4,5
56,1,97,4.6,1,1,26,14,0,38,2,4,1,1,2,0,0
58,1,68,3.2,1,1,23,12,0,3,0,3,1,0,0,1,0
54,1,79,4.8,1,1,20,19,1,17,0,17,0,3,1,0,0
58,1,86,4.8,1,1,38,10,0,25,0,14,0,4,0,3,3
48,1,68,5.0,1,1,5,7,0,45,0,0,2,4,0,1,1
19,1,52,3.7,1,1,41,18,0,0,0,0,0,3,4,4,0
69,1,90,4.6,1,1,22,13,1,17,0,16,0,2,2,1,2
58,1,41,3.7,1,1,48,13,1,3,0,21,2,2,1,1,0
49,1,80,4.1,1,1,10,22,0,13,0,13,0,3,1,3,5
32,1,100,2.7,1,1,12,22,0,13,2,3,2,1,4,0,1
40,1,77,4.9,1,1,2,9,2,4,0,20,0,2,4,0,4
25,1,78,4.0,1,1,38,17,0,3,0,23,0,3,4,3,3
70,1,94,4.7,1,1,20,20,0,12,0,22,0,3,1,2,3
69,1,23,2.8,1,1,5,20,0,38,0,6,0,1,2,0,1
45,1,20,4.9,1,1,9,8,0,47,1,1,2,4,0,4,0
29,1,86,4.2,1,1,48,20,0,45,1,11,0,3,0,2,1
47,1,60,3.0,1,1,9,2,1,39,0,21,0,2,3,2,4
28,1,70,3.4,1,1,40,15,0,21,0,13,0,2,0,3,0
64,1,39,4.6,1,1,30,0,0,0,1,20,0,1,3,4,2
47,1,37,4.2,1,1,6,0,0,15,0,12,0,1,4,2,0
60,1,29,3.2,1,1,42,2,1,32,0,2,0,4,1,4,1
67,1,35,4.4,1,1,9,3,2,0,1,7,2,0,4,3,1
35,1,83,2.5,1,1,6,8,0,34,1,2,2,0,2,2,3
30,1,77,3.6,1,1,47,16,1,6,0,18,1,1,2,3,4
23,1,37,4.5,1,1,36,16,1,24,2,22,1,3,4,4,0
70,1,69,3.4,1,1,19,11,0,0,0,5,1,0,3,0,2
21,1,66,3.2,1,1,30,4,0,3,0,7,2,1,0,0,1
51,1,26,4.2,1,1,27,2,1,19,0,19,0,0,3,2,1
22,1,63,5.0,1,1,25,7,0,38,0,3,0,2,0,4,3
32,1,38,4.7,1,1,5,0,0,46,0,11,1,0,4,0,2
37,1,58,4.2,1,1,10,16,1,35,0,9,1,4,2,0,1
31,1,46,3.4,1,1,26,6,0,19,0,7,2,2,0,3,1
44,1,92,4.4,1,1,11,21,0,46,1,15,0,0,4,1,1
40,1,32,4.2,1,1,17,7,0,3,2,3,2,2,3,0,5
27,1,90,4.5,1,1,44,14,0,4,0,1,0,1,3,3,3
47,1,23,2.8,1,1,44,8,0,12,0,16,0,3,2,0,3
41,1,25,3.3,1,1,21,0,0,6,1,5,0,2,2,4,1
51,1,54,4.6,1,1,49,22,0,33,0,16,0,0,2,1,2
53,1,72,2.5,1,1,27,17,0,34,0,3,1,2,1,0,1
43,1,33,4.7,1,1,19,14,0,3,0,0,2,1,4,0,3
67,1,43,4.6,1,1,33,7,0,27,0,9,0,3,0,1,4
61,1,51,2.6,1,1,46,3,2,36,0,9,0,0,3,0,0
68,1,85,4.0,1,1,21,11,0,10,0,9,2,0,3,1,0
67,1,100,2.6,1,1,23,13,1,18,0,12,1,2,2,4,0
29,1,72,4.6,1,1,38,5,0,36,0,19,0,0,1,1,1
50,1,57,2.6,1,1,2,0,0,4,0,11,0,2,3,0,4
61,1,94,4.0,1,1,21,9,2,12,0,4,0,1,0,2,0
19,1,34,4.6,1,1,1,0,0,25,0,3,1,2,4,2,1
33,1,89,3.7,1,1,10,0,0,37,0,0,0,3,0,4,1
51,1,27,4.4,1,1,45,21,0,14,1,17,0,2,4,1,5
69,1,63,4.0,1,1,44,20,0,8,1,14,0,1,2,0,2
19,1,70,4.7,1,1,48,16,1,26,0,22,0,0,3,3,0
55,1,87,3.4,1,1,21,12,0,38,2,15,0,4,0,3,0
49,1,79,4.0,1,1,1,11,0,6,0,17,0,4,2,4,5
31,1,79,3.9,1,1,10,21,0,27,0,8,0,1,3,4,0
42,1,44,4.1,1,1,24,13,1,35,0,0,2,4,0,3,3
69,1,85,3.7,1,1,29,22,0,19,0,22,0,4,0,1,3
26,1,90,4.7,1,1,11,16,1,43,0,0,0,0,3,2,0
41,1,94,4.3,1,1,33,11,0,22,1,18,0,0,0,2,0
55,1,68,4.1,1,1,27,2,1,45,1,21,1,4,4,0,2
35,1,51,3.9,1,1,19,0,0,48,0,17,2,4,2,4,2
66,1,33,2.9,1,1,50,13,1,21,0,13,0,0,0,2,4
36,1,60,3.9,1,1,46,19,1,33,0,19,1,0,3,3,5
27,1,59,4.3,1,1,28,8,0,38,0,2,0,3,0,0,4
41,1,30,2.8,1,1,14,6,0,47,0,8,1,0,4,0,1
21,1,20,3.4,1,1,46,22,0,40,0,4,2,0,0,0,2
53,1,20,2.7,1,1,41,13,1,18,1,1,1,4,0,3,3
54,1,24,4.0,1,1,50,4,0,22,0,12,0,1,0,1,0
53,1,88,4.4,1,1,28,18,0,21,0,6,1,2,4,2,2
47,1,78,3.9,1,1,23,1,0,0,0,17,2,4,0,1,1
64,1,25,2.8,1,1,14,18,0,2,0,17,0,1,0,2,0
18,1,57,3.2,1,1,10,22,0,35,2,7,2,4,2,0,1
68,1,93,4.3,1,1,37,0,0,16,1,1,1,4,2,0,5
62,1,42,4.2,1,1,15,8,0,34,1,16,1,1,0,4,0
51,1,54,4.9,1,1,19,2,1,12,2,15,0,2,3,4,0
54,1,70,3.7,1,1,23,1,0,22,2,3,1,0,0,1,2
22,1,31,4.1,1,1,35,8,0,20,0,2,2,0,4,1,5
53,1,93,4.2,1,1,33,12,0,6,0,13,0,1,4,3,1
34,1,40,3.9,1,1,12,5,0,7,0,10,0,4,2,0,0
32,1,32,2.9,1,1,41,7,0,2,0,23,1,3,2,4,2
64,1,27,3.1,1,1,27,21,0,21,0,0,2,3,1,4,5
20,1,68,3.6,1,1,45,14,0,32,0,12,2,1,0,0,2
24,1,59,4.4,1,1,23,6,0,3,0,6,1,0,0,4,0
20,1,36,3.1,1,1,19,6,0,22,1,16,0,2,1,4,3
42,1,23,3.9,1,1,6,10,0,36,0,0,1,2,3,3,4
48,1,80,4.3,1,1,6,9,2,1,0,22,2,3,1,3,4
62,1,37,4.9,1,1,20,0,0,16,1,22,0,2,4,4,5
62,1,52,3.6,1,1,8,17,0,44,1,5,0,2,0,0,5
50,1,79,5.0,1,1,39,3,2,24,0,12,0,2,0,1,4
57,1,68,4.1,1,1,39,15,0,13,2,7,0,0,4,1,4
24,1,98,2.8,1,1,39,5,0,11,0,10,0,2,0,4,0
59,1,83,4.7,1,1,23,4,0,0,0,3,0,0,0,1,3
63,1,83,4.4,1,1,41,12,0,4,0,8,2,0,0,3,0
41,1,55,4.9,1,1,50,12,0,29,0,14,0,0,0,1,0
35,1,26,3.1,1,1,30,8,0,4,0,20,2,0,1,2,4
34,1,76,2.6,1,1,32,21,0,1,1,1,2,2,3,0,4
49,1,85,2.9,1,1,35,23,0,9,1,20,0,1,0,0,3
43,1,89,3.3,1,1,45,9,2,11,0,6,0,3,1,4,0
63,1,41,4.8,1,1,37,22,0,16,2,16,0,1,2,0,0
38,1,30,4.7,1,1,45,9,2,13,0,0,2,3,0,0,5
59,1,53,3.3,1,1,29,20,0,45,0,14,2,0,0,0,4
35,1,66,4.2,1,1,27,15,0,34,0,8,0,0,1,4,0
48,1,33,4.7,1,1,36,11,0,45,2,0,2,4,4,0,0
64,1,86,2.6,1,1,9,21,0,2,0,23,0,1,0,0,0
28,1,60,2.9,1,1,38,12,0,5,0,14,2,2,0,4,0
60,1,62,2.7,1,1,41,20,0,45,1,20,1,3,0,3,0
27,1,74,3.3,1,1,25,1,0,17,0,19,0,1,4,2,1
56,1,95,3.4,1,1,37,13,1,20,0,20,0,3,0,4,2
58,1,25,4.2,1,1,3,19,1,40,0,10,0,4,0,3,0
30,1,59,3.8,1,1,24,15,0,16,2,16,2,3,0,1,1
23,1,29,4.0,1,1,49,9,2,23,0,2,1,2,3,1,0
33,1,36,2.7,1,1,3,13,1,20,1,21,2,4,1,0,3
63,1,82,4.7,1,1,42,7,0,0,0,23,1,0,0,2,3
70,1,71,3.5,1,1,32,1,0,19,2,10,2,1,3,0,2
70,1,35,3.0,1,1,33,22,0,12,0,0,0,3,0,4,2
19,1,38,3.3,1,1,46,5,0,46,2,20,2,0,1,0,4
25,1,59,4.7,1,1,44,14,0,20,1,14,1,0,4,4,3
19,1,91,4.7,1,1,35,8,0,36,0,13,1,0,0,1,1
25,1,68,4.8,1,1,45,17,0,0,2,17,0,0,3,0,5
60,1,21,2.9,1,1,37,0,0,19,0,18,1,1,3,3,0
35,1,95,4.0,1,1,40,21,0,32,0,4,0,4,0,2,1
46,1,52,3.1,1,1,30,17,0,43,0,20,0,1,1,0,1
41,1,21,3.5,1,1,38,4,0,15,1,3,0,4,0,4,1
30,1,67,3.7,1,1,15,17,0,26,2,14,1,0,2,2,1
44,1,42,2.8,1,1,49,0,0,42,0,7,0,0,3,0,3
61,1,63,4.6,1,1,40,14,0,32,2,2,1,0,1,2,4
55,1,41,3.8,1,1,40,2,1,13,0,23,2,3,3,2,5
50,1,46,2.6,1,1,5,6,0,5,0,3,0,0,0,3,5
57,1,79,4.1,1,1,5,12,0,47,0,12,2,4,3,3,3
51,1,90,3.3,1,1,5,2,1,10,0,17,0,0,2,2,1
18,1,71,3.4,1,1,1,15,0,24,0,22,2,0,4,0,5
63,1,87,3.0,1,1,21,4,0,5,0,15,1,2,3,4,5
34,1,66,3.2,1,1,18,8,0,10,1,0,0,4,0,3,0
25,1,90,4.5,1,1,49,12,0,2,2,8,1,3,1,0,4
46,1,47,4.8,1,1,27,10,0,13,0,20,1,4,0,2,5
59,1,38,3.7,1,1,21,15,0,16,0,16,0,2,2,4,0
37,1,50,3.4,1,1,19,0,0,15,0,0,1,0,4,0,2
49,1,79,4.6,1,1,23,9,2,19,0,3,1,2,3,2,3
22,1,91,4.1,1,1,26,14,0,44,0,20,0,0,3,3,2
64,1,60,3.5,1,1,13,2,1,27,0,11,0,3,0,0,0
42,1,81,3.8,1,1,36,1,0,27,2,0,1,1,2,0,4
37,1,90,2.6,1,1,39,8,0,35,0,9,1,0,0,0,0
26,1,70,4.4,1,1,40,9,2,39,0,10,0,4,4,2,2
33,1,63,2.6,1,1,37,10,0,6,0,7,0,4,0,2,4
30,1,29,3.6,1,1,9,11,0,23,0,12,0,3,0,4,0
21,1,90,4.2,1,1,7,20,0,0,0,7,0,2,0,4,1
22,1,22,4.6,1,1,25,15,0,7,0,14,1,0,3,0,0
63,1,22,3.3,1,1,42,17,0,22,0,20,1,4,2,4,0
33,1,62,3.4,1,1,19,11,0,29,0,13,0,0,1,2,5
43,1,57,4.4,1,1,41,1,0,3,0,18,1,2,2,2,1
27,1,32,4.3,1,1,50,22,0,48,1,1,1,3,4,0,0
35,1,53,3.5,1,1,43,11,0,23,0,4,0,0,0,3,3
37,1,79,4.7,1,1,36,23,0,27,2,7,0,0,4,4,1
61,1,61,3.1,1,1,33,7,0,41,0,18,2,0,3,2,2
32,1,78,3.6,1,1,20,17,0,32,0,23,1,3,2,0,1
62,1,97,4.8,1,1,37,22,0,2,1,6,2,1,2,4,1
29,1,78,3.7,1,1,12,10,0,25,0,15,2,2,2,3,1
41,1,56,3.2,1,1,46,21,0,21,0,0,1,4,0,3,1
48,1,25,3.9,1,1,28,2,1,19,0,8,1,4,3,4,2
43,1,28,3.5,1,1,30,3,2,2,0,17,0,1,1,3,2
34,1,57,2.8,1,1,28,15,0,27,0,1,0,0,0,0,0
45,1,36,2.7,1,1,20,4,0,37,0,4,0,0,0,2,0
65,1,69,3.1,1,1,39,15,0,28,1,21,2,4,0,0,1
61,1,48,3.6,1,1,48,21,0,24,0,13,0,4,0,0,0
18,1,58,2.9,1,1,32,4,0,4,0,11,0,2,0,1,1
47,1,24,3.6,1,1,28,21,0,25,0,19,0,3,4,3,0
56,1,31,3.5,1,1,27,21,0,21,0,13,2,1,0,4,4
64,1,29,3.5,1,1,26,17,0,21,1,16,1,0,1,4,0
26,1,69,2.8,1,1,22,10,0,39,0,13,1,0,2,1,2
22,1,79,4.7,1,1,23,23,0,46,2,23,1,2,1,0,1
64,1,39,3.1,1,1,21,12,0,26,0,3,1,2,0,2,4
21,1,84,4.9,1,1,36,21,0,31,0,6,0,3,1,0,5
67,1,66,4.1,1,1,42,2,1,11,1,3,0,2,2,2,0
46,1,92,4.7,1,1,4,23,0,20,0,13,0,1,3,4,3
40,1,45,2.5,1,1,47,13,1,20,0,17,2,2,1,1,0
51,1,74,4.4,1,1,13,17,0,34,0,5,0,4,2,0,5
35,1,39,3.9,1,1,8,7,0,39,0,2,0,0,1,0,4
56,1,71,3.7,1,1,11,14,0,34,0,12,2,0,3,2,4
25,1,95,3.4,1,1,5,23,0,18,0,21,0,0,1,4,0
65,1,72,4.8,1,1,1,5,0,33,0,8,0,1,1,1,3
39,1,85,4.2,1,1,17,14,0,33,0,23,0,0,0,3,1
47,1,54,3.4,1,1,27,2,1,19,0,19,0,1,4,4,4
36,1,41,2.9,1,1,3,5,0,31,0,15,0,0,4,2,4
66,1,24,3.3,1,1,22,3,2,7,0,21,0,4,1,3,5
62,1,99,4.8,1,1,24,0,0,24,1,13,1,0,3,0,2
41,1,32,3.8,1,1,18,8,0,21,0,17,0,2,4,2,4
66,1,71,4.6,1,1,39,16,1,19,0,14,1,0,0,0,1
51,1,49,2.6,1,1,25,4,0,37,2,7,2,0,2,1,2
33,1,50,3.4,1,1,6,5,0,21,2,21,0,1,1,0,0
57,1,91,4.2,1,1,26,11,0,26,0,23,0,1,0,0,5
45,1,46,3.9,1,1,43,0,0,29,0,15,0,1,3,2,2
61,1,50,2.9,1,1,6,22,0,31,0,2,0,2,0,1,3
55,1,39,4.2,1,1,6,18,0,44,2,18,0,0,1,2,4
54,1,99,3.0,1,1,13,19,1,0,0,15,1,0,4,0,4
57,1,48,3.6,1,1,13,5,0,26,0,4,2,3,2,3,3
27,1,77,2.5,1,1,11,3,2,36,0,2,0,0,2,0,0
64,1,95,2.6,1,1,45,0,0,11,2,17,0,3,0,4,5
